Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
38,Offer B,Yes,28.3,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,101.15,3741.85,0.0,0,1075.4,4817.25,5,0,4036,Male,71,No,Yes,Yes,Yes,1
5,Offer E,Yes,9.56,No,Fiber Optic,13,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,0.0,0,47.8,389.4,4,0,5437,Female,67,No,Yes,Yes,No,0
11,Offer D,Yes,29.15,No,Fiber Optic,2,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.9,880.05,0.0,0,320.65,1200.7,4,0,4413,Female,68,No,Yes,Yes,No,0
28,Offer B,No,0.0,No,DSL,58,No,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,35.9,973.65,0.0,40,0.0,1013.65,5,0,5444,Female,75,No,Yes,Yes,Yes,3
17,Offer D,Yes,1.06,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,0.0,0,18.02,1488.07,4,0,3754,Female,79,No,Yes,No,No,0
32,Offer B,Yes,19.92,No,DSL,14,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,54.65,1830.1,0.0,10,637.44,2477.54,5,0,4045,Female,69,No,Yes,No,No,0
1,Offer E,Yes,7.77,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,72.1,72.1,0.0,0,7.77,79.86999999999999,4,0,4432,Female,72,No,Yes,No,No,0
64,Offer B,Yes,3.76,No,Fiber Optic,11,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,97.0,6430.9,0.0,0,240.64,6671.54,3,0,4053,Female,69,No,Yes,Yes,No,0
7,Offer B,Yes,16.36,No,Fiber Optic,28,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.15,574.35,0.0,0,114.52,688.87,5,0,2415,Female,72,No,Yes,No,No,0
16,Offer D,Yes,9.72,Yes,DSL,29,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.1,889.0,0.0,0,155.52,1044.52,3,0,2276,Female,70,No,Yes,No,No,0
72,Offer A,No,0.0,No,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.8,4732.35,0.0,0,0.0,4732.35,3,0,4886,Male,78,No,Yes,Yes,No,0
27,Offer B,Yes,33.57,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,84.8,2309.55,0.0,0,906.39,3215.94,3,0,5352,Male,77,No,Yes,Yes,No,0
2,Offer E,Yes,23.91,No,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,3,0,3805,Female,73,No,Yes,No,No,0
42,Offer B,Yes,42.29,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,95.05,3944.5,0.0,100,1776.18,5820.68,4,0,2677,Female,76,No,Yes,Yes,No,0
33,Offer B,Yes,25.15,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0,829.9499999999999,4524.65,3,0,5655,Male,78,No,Yes,Yes,No,0
33,Offer C,No,0.0,No,Cable,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54.6,1803.7,0.0,0,0.0,1803.7,4,0,5322,Male,74,No,Yes,No,No,0
32,Offer C,Yes,31.86,No,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,93.95,2861.45,0.0,0,1019.52,3880.97,5,0,2844,Male,71,No,Yes,Yes,Yes,1
48,Offer B,Yes,12.6,No,Fiber Optic,21,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,3545.05,0.0,0,604.8,4149.85,3,0,5523,Female,72,No,Yes,Yes,No,0
55,Offer B,Yes,29.53,Yes,Cable,29,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,51.65,2838.55,0.0,0,1624.15,4462.700000000001,3,0,4763,Female,75,No,Yes,Yes,No,0
52,Offer B,Yes,29.15,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.1,5376.4,0.0,0,1515.8,6892.2,4,0,4621,Male,79,No,Yes,Yes,No,0
49,Offer B,Yes,24.84,Yes,Fiber Optic,14,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.55,5070.4,0.0,0,1217.16,6287.559999999999,3,0,5348,Female,76,No,Yes,No,No,0
22,Offer D,Yes,49.98,No,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.75,1545.4,0.0,0,1099.56,2644.96,3,0,3509,Female,78,No,Yes,No,No,0
72,Offer A,Yes,21.37,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8404.9,0.0,120,1538.64,10063.54,3,0,4404,Male,75,No,Yes,Yes,No,0
64,Offer B,Yes,20.19,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.1,6538.45,0.0,0,1292.16,7830.61,4,0,6270,Male,66,No,Yes,Yes,No,0
17,Offer D,Yes,24.15,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,330.6,0.0,0,410.55,741.15,4,0,4086,Female,71,No,Yes,No,No,0
35,Offer C,Yes,14.19,No,DSL,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.05,2747.2,0.0,0,496.65,3243.85,5,0,5479,Male,77,No,Yes,Yes,Yes,1
20,Offer D,Yes,23.18,No,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,81.45,1671.6,0.0,0,463.6,2135.2,5,0,2416,Female,74,No,Yes,No,No,0
61,Offer B,Yes,34.24,Yes,DSL,20,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.05,3902.6,0.0,0,2088.64,5991.24,4,0,4001,Male,73,No,Yes,Yes,No,0
71,Offer A,Yes,43.99,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676.0,0.0,0,3123.29,8799.29,3,0,4583,Female,73,No,Yes,Yes,No,0
20,Offer B,Yes,32.54,No,Fiber Optic,5,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,94.3,1818.3,0.0,0,650.8,2469.1,3,0,2574,Male,78,No,Yes,Yes,No,0
5,Offer E,Yes,5.42,No,Fiber Optic,23,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,70.05,302.6,0.0,0,27.1,329.7,4,0,2064,Female,79,No,Yes,Yes,No,0
29,Offer C,Yes,37.65,Yes,DSL,9,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,51.6,1442.0,0.0,0,1091.85,2533.85,5,0,5495,Male,77,No,Yes,Yes,No,0
72,Offer A,Yes,30.78,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8399.15,0.0,110,2216.16,10725.31,4,0,5168,Male,77,No,Yes,Yes,Yes,1
56,Offer B,Yes,17.33,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,0.0,0,970.48,6676.78,3,0,5840,Female,80,No,Yes,No,No,0
68,Offer A,Yes,32.11,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0.0,50,2183.48,9613.28,5,0,4324,Male,80,No,Yes,Yes,Yes,1
50,Offer B,Yes,14.49,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9,5265.5,0.0,0,724.5,5990.0,3,0,4184,Male,80,No,Yes,Yes,No,0
47,Offer B,Yes,14.78,Yes,DSL,10,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.6,2754.0,0.0,0,694.66,3448.66,3,0,3155,Male,74,No,Yes,No,No,0
28,Offer C,Yes,45.67,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.85,3204.4,0.0,0,1278.76,4483.16,4,0,3906,Female,76,No,Yes,Yes,No,0
35,Offer C,Yes,20.44,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55,3365.4,0.0,0,715.4000000000001,4080.8,3,0,2631,Male,68,No,Yes,Yes,No,0
44,Offer B,Yes,49.75,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.8,4860.35,0.0,0,2189.0,7049.35,3,0,5720,Female,71,No,Yes,No,No,0
66,Offer A,Yes,11.63,Yes,Fiber Optic,5,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,102.85,6976.75,0.0,60,767.58,7804.33,3,0,5569,Female,69,No,Yes,No,No,0
10,Offer B,No,0.0,No,Cable,53,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,362.6,0.0,0,0.0,362.6,4,0,5248,Male,73,No,Yes,Yes,Yes,3
66,Offer A,Yes,25.51,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,104.6,6819.45,0.0,0,1683.66,8503.11,3,0,5722,Female,74,No,Yes,Yes,No,0
72,Offer A,Yes,44.81,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,111.65,7943.45,0.0,0,3226.32,11169.77,5,0,5388,Female,72,No,Yes,No,No,0
49,Offer B,Yes,47.72,No,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4287.2,0.0,0,2338.28,6625.48,4,0,5982,Female,70,No,Yes,No,No,0
24,Offer C,Yes,31.73,No,Fiber Optic,13,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140,761.52,2634.12,3,0,5242,Male,74,No,Yes,No,No,0
65,Offer B,Yes,44.23,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,0.0,0,2874.95,10121.1,3,0,4295,Male,80,No,Yes,No,No,0
40,Offer B,Yes,28.54,Yes,Fiber Optic,24,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,0.0,0,1141.6,5330.0,3,0,3568,Female,74,No,Yes,No,No,0
22,Offer B,Yes,34.39,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.05,417.0,0.0,0,756.58,1173.58,3,0,4327,Female,65,No,Yes,No,No,0
47,Offer B,Yes,42.29,No,Fiber Optic,22,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.95,4018.05,0.0,80,1987.63,6085.68,3,0,3384,Male,72,No,Yes,Yes,Yes,1
27,Offer C,Yes,34.39,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.65,2964.0,0.0,0,928.53,3892.53,4,0,3104,Male,76,No,Yes,No,No,0
68,Offer A,Yes,34.31,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,80.35,5589.3,0.0,0,2333.08,7922.38,4,0,5581,Male,75,No,Yes,Yes,No,0
9,Offer B,Yes,1.66,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,21.25,204.55,0.0,0,14.94,219.49,4,0,2302,Male,70,No,Yes,Yes,No,0
42,Offer B,Yes,13.51,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.35,3344.1,0.0,0,567.42,3911.52,4,0,2399,Male,66,No,Yes,No,No,0
72,Offer A,Yes,48.51,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,89.85,6697.35,0.0,0,3492.72,10190.07,3,0,5881,Female,68,No,Yes,Yes,No,0
72,Offer A,Yes,15.85,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.8,7882.25,0.0,0,1141.2,9023.45,5,0,5933,Female,69,No,Yes,Yes,No,0
72,Offer A,Yes,21.38,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0.0,0,1539.36,9735.76,3,0,6268,Male,75,No,Yes,Yes,No,0
3,Offer E,Yes,41.44,No,Fiber Optic,13,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,75.05,202.9,5.49,10,124.32,331.73,4,0,3545,Female,74,No,Yes,No,No,0
70,Offer A,Yes,16.87,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,5411.4,25.67,0,1180.9,6566.629999999999,4,0,4181,Female,72,No,Yes,Yes,No,0
5,Offer E,Yes,30.14,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,94.15,0.0,0,150.7,244.85,5,0,2154,Male,65,No,Yes,No,No,0
60,Offer B,Yes,19.68,Yes,Fiber Optic,53,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.25,5774.55,0.0,0,1180.8,6955.35,3,0,4353,Male,70,No,Yes,Yes,Yes,3
26,Offer C,Yes,29.88,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,504.2,9.49,0,776.88,1271.59,5,0,2269,Male,65,No,Yes,No,No,0
7,Offer E,Yes,26.29,No,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.35,609.65,29.17,10,184.03,774.51,3,0,2107,Female,66,No,Yes,No,No,0
27,Offer C,Yes,35.76,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,2857.6,0.0,0,965.52,3823.12,3,0,4997,Female,70,No,Yes,No,No,0
32,Offer C,Yes,1.12,Yes,Fiber Optic,5,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,81.1,2619.25,19.25,0,35.84,2635.84,4,0,2143,Male,77,No,Yes,No,No,0
15,Offer B,Yes,1.67,Yes,Fiber Optic,21,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,89.0,1288.3,45.69,0,25.05,1267.66,4,0,4452,Female,72,No,Yes,No,No,0
23,Offer B,Yes,17.62,No,Fiber Optic,25,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,75.4,1643.55,0.0,80,405.26,2128.81,4,0,2491,Female,67,No,Yes,No,No,0
22,Offer B,Yes,23.43,No,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,81.7,1820.9,29.88,0,515.46,2306.48,4,0,5602,Female,77,No,Yes,No,No,0
4,Offer B,Yes,14.34,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83.25,308.05,39.93,0,57.36,325.48,3,0,5251,Female,73,No,Yes,Yes,No,0
32,Offer C,Yes,5.73,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,91.35,2896.55,26.98,0,183.36,3052.93,5,0,2965,Female,66,No,Yes,Yes,Yes,1
7,Offer E,No,0.0,No,DSL,13,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.8,220.45,11.83,0,0.0,208.62,3,0,2587,Male,80,No,Yes,Yes,No,0
8,Offer E,Yes,22.4,No,DSL,23,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60.9,551.95,16.58,0,179.2,714.5699999999999,3,0,2136,Male,76,No,Yes,Yes,No,0
56,Offer B,Yes,37.3,Yes,DSL,8,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,4054.2,17.16,0,2088.8,6125.84,3,0,4011,Female,80,No,Yes,No,No,0
53,Offer B,Yes,30.09,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,95.85,5016.25,18.85,0,1594.77,6592.17,3,0,5325,Female,69,No,Yes,Yes,No,0
23,Offer B,Yes,45.83,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.75,485.2,37.64,0,1054.09,1501.65,5,0,3418,Male,69,No,Yes,Yes,No,0
5,Offer E,Yes,14.22,No,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,84.7,392.5,41.2,0,71.10000000000001,422.4,4,0,2660,Female,73,No,Yes,No,No,0
45,Offer B,Yes,40.85,No,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,86.1,3861.45,12.19,0,1838.25,5687.51,4,0,2701,Female,67,No,Yes,Yes,No,0
60,Offer B,Yes,24.62,No,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.0,6668.35,0.0,0,1477.2,8145.55,5,0,4953,Female,69,No,Yes,Yes,No,0
72,Offer A,Yes,15.23,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0.0,0,1096.56,9143.41,3,0,6144,Female,80,No,Yes,Yes,No,0
20,Offer B,Yes,22.31,No,DSL,21,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,54.0,1055.9,0.0,0,446.2,1502.1,4,0,5090,Male,68,No,Yes,No,No,0
59,Offer B,Yes,6.13,Yes,Fiber Optic,2,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.2,4590.35,0.0,0,361.67,4952.02,5,0,5400,Female,71,No,Yes,No,No,0
46,Offer B,Yes,4.2,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,0.0,0,193.2,4758.099999999999,5,0,2641,Male,74,No,Yes,Yes,No,0
71,Offer A,Yes,37.39,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,89.85,6293.45,0.0,140,2654.69,9088.14,3,0,4994,Female,69,No,Yes,No,No,0
47,Offer B,Yes,44.08,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,86.05,3865.6,0.0,0,2071.76,5937.36,3,0,5527,Male,70,No,Yes,No,No,0
72,Offer A,Yes,4.59,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.65,8333.95,0.0,0,330.48,8664.43,3,0,5408,Female,73,No,Yes,Yes,No,0
14,Offer B,Yes,45.76,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,228.65,0.0,0,640.64,869.29,5,0,2962,Male,73,No,Yes,Yes,No,0
11,Offer B,Yes,28.64,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,75.2,775.3,0.0,0,315.04,1090.34,5,0,5193,Male,65,No,Yes,Yes,Yes,1
62,Offer B,Yes,11.41,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,97.95,5936.55,0.0,0,707.42,6643.97,5,0,5428,Female,65,No,Yes,Yes,No,0
23,Offer B,Yes,41.88,No,Fiber Optic,12,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.1,2326.05,0.0,0,963.24,3289.29,3,0,4025,Female,67,No,Yes,Yes,No,0
71,Offer A,Yes,37.53,Yes,DSL,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0.0,0,2664.63,8495.83,3,0,5089,Female,72,No,Yes,Yes,No,0
70,Offer A,No,0.0,No,Cable,13,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,44.05,3011.65,0.0,0,0.0,3011.65,3,0,4022,Male,68,No,Yes,No,No,0
32,Offer C,Yes,49.21,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.4,3217.65,0.0,0,1574.72,4792.37,3,0,4848,Female,77,No,Yes,Yes,Yes,2
43,Offer B,Yes,4.59,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.3,3953.15,0.0,0,197.37,4150.52,3,0,2040,Male,71,No,Yes,Yes,No,0
71,Offer A,Yes,47.86,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.05,7413.55,0.0,0,3398.06,10811.61,5,0,4113,Female,75,No,Yes,No,No,0
20,Offer B,Yes,8.98,No,DSL,16,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,1259.35,0.0,0,179.6,1438.95,5,0,2399,Female,70,No,Yes,Yes,No,0
61,Offer B,Yes,2.19,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.3,6066.55,0.0,0,133.59,6200.14,3,0,5413,Male,77,No,Yes,Yes,No,0
23,Offer B,Yes,46.82,No,Fiber Optic,11,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0.0,30,1076.86,3224.11,4,0,5272,Male,76,No,Yes,Yes,No,0
55,Offer B,Yes,33.21,No,Fiber Optic,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,88.8,4805.3,0.0,0,1826.55,6631.85,3,0,4291,Female,67,No,Yes,Yes,No,0
45,Offer B,No,0.0,No,Cable,4,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,34.2,1596.6,0.0,0,0.0,1596.6,3,0,5715,Female,67,No,Yes,No,No,0
56,Offer B,Yes,10.57,No,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,94.8,5264.3,0.0,0,591.9200000000001,5856.22,4,0,5693,Male,71,No,Yes,No,Yes,2
4,Offer B,Yes,8.75,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0.0,30,35.0,368.7,4,0,3828,Female,66,No,Yes,No,No,0
49,Offer B,Yes,26.0,Yes,Fiber Optic,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,88.2,4159.45,0.0,0,1274.0,5433.45,4,0,5987,Male,75,No,Yes,Yes,No,0
71,Offer A,Yes,12.26,No,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.4,7168.25,0.0,0,870.46,8038.71,3,0,4964,Female,78,No,Yes,Yes,No,0
72,Offer A,Yes,28.72,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.85,8317.95,0.0,0,2067.84,10385.79,3,0,4796,Female,74,No,Yes,Yes,No,0
72,Offer A,Yes,16.72,Yes,Cable,9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0.0,0,1203.84,7103.690000000001,3,0,5856,Male,75,No,Yes,Yes,No,0
20,Offer B,Yes,21.49,No,Fiber Optic,4,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,80.7,1614.2,0.0,0,429.8,2044.0,5,0,3111,Female,71,No,Yes,No,No,0
61,Offer B,Yes,26.55,Yes,Fiber Optic,2,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,82.15,4904.85,0.0,0,1619.55,6524.400000000001,3,0,4250,Male,66,No,Yes,Yes,No,0
29,Offer C,Yes,6.59,No,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,0.0,60,191.11,3199.71,4,0,5285,Male,79,No,Yes,No,No,0
18,Offer B,Yes,41.13,No,Cable,23,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,49.85,865.75,0.0,0,740.34,1606.09,3,0,3283,Female,69,No,Yes,No,No,0
71,Offer B,Yes,36.6,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.0,6585.2,0.0,0,2598.6,9183.8,3,0,4322,Male,70,No,Yes,Yes,No,0
44,Offer B,Yes,47.06,No,Fiber Optic,3,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,73.85,3122.4,0.0,100,2070.64,5293.040000000001,5,0,4374,Male,69,No,Yes,No,No,0
65,Offer B,Yes,15.3,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.4,7227.45,0.0,0,994.5,8221.95,3,0,4452,Female,68,No,Yes,Yes,No,0
58,Offer B,Yes,45.37,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.8,5458.8,0.0,0,2631.46,8090.26,3,0,6019,Female,66,No,Yes,Yes,No,0
6,Offer E,Yes,2.03,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,106.8,0.0,0,12.18,118.98,3,0,3288,Female,67,No,Yes,No,No,0
52,Offer B,No,0.0,No,DSL,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,3,0,4865,Male,69,No,Yes,No,No,0
69,Offer B,Yes,19.39,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0.0,0,1337.91,8336.86,4,0,5467,Female,73,No,Yes,Yes,No,0
13,Offer B,Yes,26.68,No,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,1235.55,0.0,0,346.84,1582.39,4,0,3098,Female,74,No,Yes,No,No,0
71,Offer B,Yes,22.0,No,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.2,7213.75,0.0,0,1562.0,8775.75,4,0,4951,Female,70,No,Yes,Yes,No,0
